n_NP,n_P,RB_Raw,RMSE_Raw,RB_Log,RMSE_Log,RB_Log_DR_lm,RMSE_Log_DR_lm,RB_NB,RMSE_NB,RB_NB_DR_lm,RMSE_NB_DR_lm
0.5,0.1,36.320930820547666,483.7233427952845,0.32149694671348655,95.89840332855445,0.20242096832369805,65.74638095973,5.2809688304649525,99.31312089823172,3.3034015920614537,65.71381526003185
