n_NP,n_P,RB_Raw,RMSE_Raw,RB_BART,RMSE_BART,RB_BART_DR_lm,RMSE_BART_DR_lm
0.3,0.1,50.68619980742665,675.040554957116,13.528686394670892,236.10948185143954,0.027384184849570566,5.667875734018122
