n_NP,n_P,RB_Raw,RMSE_Raw,RB_Log,RMSE_Log,RB_Log_DR_lm,RMSE_Log_DR_lm,RB_NB,RMSE_NB,RB_NB_DR_lm,RMSE_NB_DR_lm
0.05,0.1,67.61233825387747,900.4644043982604,31.99847465218339,459.5986926817366,0.02192470150342693,5.59885513705923,5.539801016501258,154.48390705595958,0.018907683269095144,6.527160246370412
