n_NP,n_P,RB_Raw,RMSE_Raw,RB_BART,RMSE_BART,RB_BART_DR_lm,RMSE_BART_DR_lm
0.5,0.1,36.320930820547666,483.7233427952845,3.4167880591360715,97.58408574595646,2.2984904481414277,65.67200846709126
