n_NP,n_P,RB_Raw,RMSE_Raw,RB_Log,RMSE_Log,RB_Log_DR_lm,RMSE_Log_DR_lm,RB_NB,RMSE_NB,RB_NB_DR_lm,RMSE_NB_DR_lm,RB_BART,RMSE_BART,RB_BART_DR_lm,RMSE_BART_DR_lm
0.05,0.01,67.60679451006393,900.3906242677534,31.52459346485903,455.792869823872,0.12128036769018423,18.1650689223139,4.740200471675713,154.2688757153091,0.10739721910542467,18.63910603247451,41.236766612976034,554.6850405067504,0.11555119312007016,18.114742438430888
