n_NP,n_P,RB_Raw,RMSE_Raw,RB_BART,RMSE_BART,RB_BART_DR_lm,RMSE_BART_DR_lm
0.5,0.1,36.320930820547666,483.7233427952845,3.4167880591360715,97.58408574595646,0.028662991149308526,5.495940946495349
