n_NP,n_P,RB_Raw,RMSE_Raw,RB_Log,RMSE_Log,RB_Log_DR_lm,RMSE_Log_DR_lm,RB_NB,RMSE_NB,RB_NB_DR_lm,RMSE_NB_DR_lm
0.3,0.1,50.68619980742665,675.040554957116,10.634145585406204,237.274533610643,0.028454657461484952,5.753175268318786,-31.822616443912615,460.3571737583415,0.051045168523873745,7.417711194029163
