n_NP,n_P,RB_Raw,RMSE_Raw,RB_BART,RMSE_BART,RB_BART_DR_lm,RMSE_BART_DR_lm
0.05,0.1,67.61233825387747,900.4644043982604,35.331327103827576,488.2446688986778,0.024488457918887145,5.4831711874783915
