n_NP,n_P,RB_Raw,RMSE_Raw,RB_BART,RMSE_BART,RB_BART_DR_lm,RMSE_BART_DR_lm
0.5,0.01,36.31912898901465,483.6993652035888,8.374672467224071,116.67450806400052,5.525717221132142,77.6788194769535
