n_NP,n_P,RB_Raw,RMSE_Raw,RB_Log,RMSE_Log,RB_Log_DR_lm,RMSE_Log_DR_lm,RB_NB,RMSE_NB,RB_NB_DR_lm,RMSE_NB_DR_lm
0.3,0.1,50.68619980742665,675.040554957116,10.634145585406197,237.27453361064298,8.475680520429691,191.17956026905605,-31.822616443912615,460.3571737583415,-26.37385766711003,385.9663885458621
