n_NP,n_P,RB_Raw,RMSE_Raw,RB_Log,RMSE_Log,RB_Log_DR_lm,RMSE_Log_DR_lm,RB_NB,RMSE_NB,RB_NB_DR_lm,RMSE_NB_DR_lm
0.5,0.01,36.31912898901465,483.6993652035888,0.5288988257056635,106.08834284546816,0.12459217115191172,18.081803027634866,5.4285960810477905,105.17925716659265,0.1294409300527278,18.116366018419818
