n_NP,n_P,RB_Raw,RMSE_Raw,RB_Log,RMSE_Log,RB_NB,RMSE_NB
0.05,0.01,67.60679451006393,900.3906242677534,31.52459346485903,455.792869823872,4.740200471675713,154.2688757153091
0.05,0.1,67.61233825387747,900.4644043982604,31.99847465218339,459.5986926817366,5.539801016501258,154.48390705595958
