n_NP,n_P,RB_Raw,RMSE_Raw,RB_Log,RMSE_Log,RB_NB,RMSE_NB
0.3,0.01,50.69091382412447,675.1033219525899,9.937303571778298,236.87102063788734,-32.690006814097494,469.6801077059271
0.3,0.1,50.68619980742665,675.040554957116,10.634145585406204,237.274533610643,-31.822616443912615,460.3571737583415
